frase,polaridad
" cautiva este reclamos, es estupendo",1
" complace este reclamos, es gracias",1
"disgusta este quejas, es grosero",0
"malo este reclamos, es incompleto",0
"agradaria este reclamos, es maravilla",1
"fascinaria este peticiones, es eficiente",1
"odio este reclamos, es incompleto",0
"molesto este preguntas, es desagrada",0
" encanta este reclamos, es maravilla",1
"malo este quejas, es fallos",0
"molesto este quejas, es decepcion",0
" complace este reclamos, es increible",1
"gustaria este peticiones, es eficiente",1
"disgustaria este quejas, es poco",0
"indigna este reclamos, es ineficiente",0
"indigna este reclamos, es decepcion",0
"malo este quejas, es ignorado",0
"horroroso este preguntas, es fallos",0
"indigna este preguntas, es decepcion",0
" sirve este quejas, es rapido",1
"disgusta este quejas, es malo",0
"malo este quejas, es horrible",0
"terrible este preguntas, es problemas",0
"horroroso este preguntas, es lamentable",0
"disgustaria este peticiones, es descontento",0
"encantaria este reclamos, es maravilloso",1
" fascina este peticiones, es contento",1
"desastroso este preguntas, es malo",0
"odio este peticiones, es insatisfecho",0
"agradaria este preguntas, es genial",1
"agradaria este quejas, es eficiente",1
" complace este quejas, es estupendo",1
"horroroso este peticiones, es despreciable",0
" cautiva este reclamos, es favor",1
"agrada este preguntas, es fantastico",1
"disgustaria este peticiones, es problemas",0
"horrible este reclamos, es despreciable",0
" cautiva este peticiones, es gracias",1
"gusta este preguntas, es satisfecho",1
" complace este peticiones, es estupendo",1
"horrible este preguntas, es malo",0
" complace este peticiones, es fantastico",1
"terrible este quejas, es desagrada",0
"horrible este peticiones, es grosero",0
"disgustaria este reclamos, es poco",0
"disgustaria este preguntas, es problemas",0
"agradaria este peticiones, es gracias",1
"encantaria este reclamos, es contento",1
"horroroso este peticiones, es descontento",0
"agrada este preguntas, es gracias",1
" satisface este reclamos, es contento",1
"molesto este quejas, es insatisfecho",0
"horroroso este peticiones, es poco",0
"agrada este peticiones, es eficiente",1
" complace este reclamos, es satisfecho",1
"gustaria este peticiones, es fantastico",1
"disgustaria este preguntas, es descontento",0
"indigna este peticiones, es ineficiente",0
" sirve este reclamos, es fantastico",1
"encantaria este peticiones, es genial",1
"horrible este preguntas, es incompleto",0
"terrible este quejas, es ineficiente",0
"malo este reclamos, es descontento",0
"desastroso este preguntas, es lamentable",0
"horrible este reclamos, es fallos",0
"horrible este reclamos, es lamentable",0
"indigna este quejas, es poco",0
"disgustaria este quejas, es lamentable",0
"terrible este quejas, es grosero",0
"molesto este reclamos, es ineficiente",0
" encanta este peticiones, es bueno",1
" encanta este quejas, es maravilloso",1
"horroroso este reclamos, es dificultades",0
" fascina este reclamos, es gracias",1
" cautiva este reclamos, es bueno",1
"gustaria este quejas, es bueno",1
" fascina este preguntas, es agradable",1
"terrible este reclamos, es dificultades",0
"malo este preguntas, es lamentable",0
"gusta este reclamos, es genial",1
" cautiva este reclamos, es increible",1
" cautiva este peticiones, es agradable",1
"indigna este peticiones, es dificultades",0
"encantaria este peticiones, es eficiente",1
"odio este preguntas, es lamentable",0
"disgusta este preguntas, es frustante",0
"horroroso este reclamos, es ignorado",0
"molesto este preguntas, es ignorado",0
"molesto este preguntas, es decepcion",0
"gusta este reclamos, es gracias",1
"encantaria este peticiones, es genial",1
"fascinaria este quejas, es fantastico",1
" fascina este reclamos, es maravilloso",1
"gustaria este preguntas, es maravilloso",1
"terrible este peticiones, es insatisfecho",0
"disgusta este quejas, es decepcion",0
"desastroso este reclamos, es desagrada",0
"disgusta este reclamos, es dificultades",0
"gustaria este preguntas, es asombroso",1
"terrible este quejas, es horrible",0
" encanta este preguntas, es fantastico",1
"horroroso este reclamos, es frustante",0
" sirve este peticiones, es agradable",1
" satisface este peticiones, es bueno",1
" cautiva este preguntas, es agradable",1
"indigna este peticiones, es grosero",0
"molesto este reclamos, es dificultades",0
"molesto este preguntas, es malo",0
"horroroso este preguntas, es problemas",0
" encanta este preguntas, es rapido",1
"fascinaria este quejas, es maravilla",1
"disgusta este preguntas, es poco",0
"molesto este reclamos, es poco",0
"desastroso este reclamos, es fallos",0
"disgustaria este reclamos, es desagrada",0
"indigna este preguntas, es terrible",0
"malo este quejas, es descontento",0
"horrible este preguntas, es problemas",0
"molesto este preguntas, es lamentable",0
"horroroso este preguntas, es despreciable",0
"malo este reclamos, es malo",0
"fascinaria este peticiones, es satisfecho",1
"disgustaria este reclamos, es frustante",0
" cautiva este quejas, es estupendo",1
"gusta este quejas, es excelente",1
"gustaria este peticiones, es eficiente",1
"agradaria este peticiones, es eficiente",1
"molesto este quejas, es poco",0
"terrible este peticiones, es malo",0
"disgustaria este reclamos, es frustante",0
"disgustaria este quejas, es terrible",0
"desastroso este peticiones, es grosero",0
"terrible este preguntas, es problemas",0
"desastroso este quejas, es incompleto",0
"agrada este quejas, es estupendo",1
" sirve este preguntas, es estupendo",1
"malo este reclamos, es descontento",0
"horrible este reclamos, es problemas",0
"odio este quejas, es despreciable",0
" complace este preguntas, es satisfecho",1
" encanta este preguntas, es asombroso",1
"terrible este reclamos, es poco",0
"disgusta este peticiones, es malo",0
"gustaria este reclamos, es asombroso",1
"encantaria este preguntas, es favor",1
" encanta este peticiones, es fantastico",1
"terrible este peticiones, es decepcion",0
"gusta este peticiones, es gracias",1
" cautiva este quejas, es contento",1
"gustaria este reclamos, es increible",1
" complace este peticiones, es excelente",1
"indigna este preguntas, es grosero",0
" fascina este preguntas, es contento",1
" cautiva este quejas, es asombroso",1
"fascinaria este quejas, es asombroso",1
" sirve este quejas, es rapido",1
"horrible este preguntas, es malo",0
" cautiva este preguntas, es maravilla",1
"odio este preguntas, es horrible",0
"disgustaria este reclamos, es malo",0
"agradaria este peticiones, es agradable",1
"malo este reclamos, es horrible",0
"terrible este preguntas, es horrible",0
"fascinaria este quejas, es genial",1
"disgusta este reclamos, es desagrada",0
"disgusta este preguntas, es frustante",0
"agradaria este preguntas, es genial",1
" fascina este preguntas, es satisfecho",1
" complace este reclamos, es favor",1
"agradaria este preguntas, es excelente",1
"horroroso este preguntas, es fallos",0
"fascinaria este reclamos, es agradable",1
"desastroso este reclamos, es frustante",0
" sirve este peticiones, es increible",1
"disgusta este peticiones, es terrible",0
"horroroso este quejas, es fallos",0
"odio este reclamos, es frustante",0
" complace este reclamos, es gracias",1
"odio este quejas, es poco",0
"gusta este reclamos, es bueno",1
"horroroso este peticiones, es incompleto",0
"gusta este quejas, es eficiente",1
"gustaria este reclamos, es increible",1
"malo este reclamos, es frustante",0
" fascina este quejas, es contento",1
"agradaria este quejas, es contento",1
"disgusta este peticiones, es ignorado",0
" sirve este preguntas, es satisfecho",1
"gustaria este quejas, es gracias",1
"terrible este quejas, es malo",0
"desastroso este peticiones, es desagrada",0
"gustaria este reclamos, es maravilloso",1
"gustaria este quejas, es estupendo",1
"gusta este preguntas, es genial",1
"malo este quejas, es despreciable",0
"malo este preguntas, es fallos",0
"horroroso este quejas, es insatisfecho",0
"horroroso este peticiones, es dificultades",0
"malo este reclamos, es poco",0
"terrible este peticiones, es desagrada",0
"disgustaria este peticiones, es horrible",0
"desastroso este preguntas, es problemas",0
"agradaria este quejas, es fantastico",1
"encantaria este quejas, es fantastico",1
"molesto este quejas, es fallos",0
"odio este quejas, es incompleto",0
"horroroso este preguntas, es decepcion",0
"disgustaria este quejas, es malo",0
"indigna este reclamos, es descontento",0
"desastroso este reclamos, es decepcion",0
"horroroso este quejas, es lamentable",0
"desastroso este reclamos, es terrible",0
"terrible este preguntas, es desagrada",0
" sirve este reclamos, es rapido",1
"horroroso este peticiones, es ignorado",0
"fascinaria este reclamos, es excelente",1
" encanta este preguntas, es increible",1
"malo este reclamos, es dificultades",0
" complace este preguntas, es increible",1
"horrible este reclamos, es incompleto",0
"desastroso este quejas, es dificultades",0
"disgustaria este quejas, es desagrada",0
"desastroso este peticiones, es dificultades",0
" fascina este quejas, es excelente",1
" fascina este reclamos, es excelente",1
"disgusta este preguntas, es incompleto",0
" complace este peticiones, es maravilla",1
"indigna este preguntas, es ineficiente",0
" satisface este preguntas, es estupendo",1
" satisface este peticiones, es increible",1
"gustaria este preguntas, es gracias",1
" fascina este quejas, es agradable",1
"disgustaria este quejas, es fallos",0
"molesto este quejas, es lamentable",0
"agradaria este reclamos, es rapido",1
" sirve este reclamos, es rapido",1
"fascinaria este preguntas, es bueno",1
" sirve este preguntas, es contento",1
" cautiva este quejas, es gracias",1
"agrada este peticiones, es satisfecho",1
" complace este peticiones, es eficiente",1
"encantaria este preguntas, es excelente",1
"agrada este preguntas, es contento",1
"agrada este quejas, es excelente",1
"fascinaria este preguntas, es rapido",1
" sirve este quejas, es gracias",1
"terrible este reclamos, es desagrada",0
"horroroso este reclamos, es ineficiente",0
"odio este quejas, es ineficiente",0
"desastroso este peticiones, es lamentable",0
" encanta este peticiones, es genial",1
" fascina este preguntas, es fantastico",1
"encantaria este reclamos, es gracias",1
"malo este peticiones, es desagrada",0
"malo este quejas, es poco",0
"agradaria este preguntas, es bueno",1
" encanta este peticiones, es excelente",1
"terrible este peticiones, es terrible",0
"desastroso este peticiones, es ineficiente",0
"odio este preguntas, es ineficiente",0
"terrible este quejas, es grosero",0
"disgustaria este reclamos, es ignorado",0
"disgusta este quejas, es ineficiente",0
" cautiva este preguntas, es favor",1
"fascinaria este peticiones, es contento",1
"gustaria este peticiones, es fantastico",1
"agrada este reclamos, es fantastico",1
"gusta este peticiones, es favor",1
"encantaria este preguntas, es favor",1
"horrible este quejas, es poco",0
"malo este peticiones, es desagrada",0
"fascinaria este preguntas, es maravilloso",1
" sirve este quejas, es estupendo",1
" complace este peticiones, es fantastico",1
"gustaria este reclamos, es genial",1
" fascina este quejas, es asombroso",1
"disgustaria este quejas, es poco",0
" sirve este reclamos, es maravilloso",1
" satisface este reclamos, es asombroso",1
"horrible este peticiones, es grosero",0
"odio este preguntas, es incompleto",0
" encanta este reclamos, es asombroso",1
"malo este reclamos, es decepcion",0
" fascina este reclamos, es favor",1
"horrible este peticiones, es poco",0
"disgusta este preguntas, es desagrada",0
"odio este preguntas, es insatisfecho",0
"fascinaria este peticiones, es fantastico",1
"desastroso este preguntas, es problemas",0
"gustaria este quejas, es rapido",1
"encantaria este reclamos, es rapido",1
"malo este preguntas, es dificultades",0
"horrible este preguntas, es desagrada",0
"horroroso este quejas, es malo",0
"malo este preguntas, es incompleto",0
"gustaria este preguntas, es agradable",1
"agrada este peticiones, es excelente",1
"desastroso este peticiones, es malo",0
" cautiva este reclamos, es estupendo",1
" encanta este reclamos, es agradable",1
"indigna este reclamos, es poco",0
"indigna este quejas, es insatisfecho",0
"fascinaria este peticiones, es maravilloso",1
"odio este preguntas, es decepcion",0
"molesto este reclamos, es desagrada",0
"disgustaria este quejas, es problemas",0
" fascina este peticiones, es excelente",1
" satisface este peticiones, es genial",1
" satisface este peticiones, es bueno",1
" complace este reclamos, es estupendo",1
"gusta este quejas, es excelente",1
" cautiva este quejas, es asombroso",1
"encantaria este reclamos, es satisfecho",1
